date,neutral,rank_home,total_points_home,rank_change_home,rank_away,total_points_away,rank_change_away,winner,home_goals_avg,away_goals_avg,home_win_avg,away_win_avg,home_last_wins,away_last_wins,home_team_encoded,away_team_encoded,confederation_home_encoded,confederation_away_encoded,tournament_encoded
2015-01-30,False,163.0,115.0,0.0,5.0,1374.0,0.0,0,3.2857142857142856,2.2857142857142856,0.5714285714285714,0.42857142857142855,3,1,173,128,2,5,0
2015-01-31,False,100.0,329.0,0.0,69.0,487.0,0.0,0,2.0,1.2857142857142858,0.5714285714285714,0.8571428571428571,1,4,11,168,0,0,1
2015-01-31,False,118.0,260.0,-2.0,22.0,873.0,0.0,0,1.1428571428571428,1.2857142857142858,0.2857142857142857,0.8571428571428571,0,1,59,185,1,1,6
2015-02-01,True,28.0,833.0,0.0,18.0,948.0,0.0,0,1.4285714285714286,1.8571428571428572,0.5714285714285714,0.7142857142857143,0,1,91,2,1,1,6
2015-02-01,False,163.0,115.0,0.0,129.0,221.0,0.0,0,2.5714285714285716,2.142857142857143,0.5714285714285714,0.5714285714285714,4,1,173,10,2,2,0
2015-02-01,True,37.0,714.0,0.0,39.0,706.0,0.0,0,1.8571428571428572,1.8571428571428572,0.7142857142857143,0.5714285714285714,2,0,71,77,1,1,6
2015-02-02,False,165.0,103.0,0.0,172.0,78.0,0.0,0,0.7142857142857143,2.0,0.2857142857142857,0.2857142857142857,2,3,16,171,0,0,42
2015-02-06,False,188.0,45.0,0.0,142.0,190.0,-1.0,0,0.5714285714285714,1.8571428571428572,0.14285714285714285,0.7142857142857143,1,1,139,0,0,0,42
2015-02-08,True,28.0,833.0,0.0,37.0,714.0,0.0,0,1.5714285714285714,1.8571428571428572,0.5714285714285714,0.7142857142857143,2,2,91,71,1,1,6
2015-02-08,False,27.0,836.0,0.0,55.0,551.0,-2.0,0,1.1428571428571428,1.2857142857142858,0.2857142857142857,0.2857142857142857,5,0,192,141,2,2,42
2015-03-08,False,180.0,55.0,1.0,155.0,137.0,0.0,0,2.142857142857143,1.5714285714285714,0.42857142857142855,0.2857142857142857,0,0,22,74,2,2,42
2015-03-12,True,175.0,72.0,-4.0,170.0,88.0,-1.0,0,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.2857142857142857,0,0,199,139,0,0,40
2015-03-12,False,173.0,74.0,2.0,180.0,57.0,0.0,0,1.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,3,1,85,127,0,0,40
2015-03-12,False,181.0,55.0,-3.0,187.0,45.0,-1.0,0,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.14285714285714285,3,1,33,109,0,0,40
2015-03-15,False,102.0,325.0,3.0,181.0,55.0,1.0,0,0.7142857142857143,1.0,0.0,0.14285714285714285,3,1,7,53,2,2,42
2015-03-17,False,203.0,4.0,2.0,174.0,73.0,1.0,0,0.8571428571428571,2.0,0.14285714285714285,0.2857142857142857,1,4,23,171,0,0,40
2015-03-22,False,102.0,325.0,3.0,201.0,8.0,-1.0,0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,7,28,2,2,42
2015-03-23,False,185.0,51.0,8.0,208.0,2.0,0.0,0,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.0,0,0,131,6,2,2,40
2015-03-25,False,106.0,316.0,1.0,120.0,257.0,-5.0,0,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.2857142857142857,5,0,26,103,1,1,42
2015-03-25,False,28.0,863.0,0.0,32.0,828.0,1.0,0,1.0,1.1428571428571428,0.42857142857142855,0.2857142857142857,1,0,51,192,5,2,42
2015-03-25,True,54.0,610.0,-4.0,51.0,626.0,-2.0,0,1.2857142857142858,1.1428571428571428,0.5714285714285714,0.42857142857142855,2,1,67,114,1,1,42
2015-03-25,False,126.0,225.0,0.0,145.0,168.0,-4.0,0,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,2,1,69,115,5,5,42
2015-03-25,False,39.0,727.0,1.0,43.0,679.0,-8.0,0,1.1428571428571428,0.8571428571428571,0.7142857142857143,0.42857142857142855,1,0,157,136,5,5,42
2015-03-26,False,181.0,55.0,1.0,201.0,8.0,-1.0,0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,4,0,53,28,2,2,40
2015-03-26,False,142.0,189.0,-1.0,153.0,137.0,-3.0,0,2.2857142857142856,1.8571428571428572,0.8571428571428571,0.42857142857142855,4,1,182,162,0,0,42
2015-03-26,False,109.0,300.0,0.0,18.0,986.0,0.0,0,1.8571428571428572,1.7142857142857142,0.5714285714285714,0.5714285714285714,0,1,149,2,0,1,42
2015-03-26,False,96.0,356.0,5.0,153.0,137.0,-1.0,0,1.2857142857142858,2.0,0.42857142857142855,0.42857142857142855,1,1,138,112,0,0,42
2015-03-26,False,20.0,944.0,0.0,84.0,403.0,0.0,0,1.4285714285714286,1.8571428571428572,0.7142857142857143,0.5714285714285714,1,1,91,5,1,1,42
2015-03-26,False,58.0,582.0,1.0,50.0,630.0,1.0,0,0.8571428571428571,1.4285714285714286,0.42857142857142855,0.42857142857142855,0,0,56,59,1,1,42
2015-03-27,False,12.0,1126.0,1.0,87.0,379.0,2.0,0,1.8571428571428572,0.42857142857142855,0.42857142857142855,0.42857142857142855,0,0,175,61,5,5,79
2015-03-27,False,11.0,1130.0,1.0,31.0,838.0,4.0,0,2.2857142857142856,1.5714285714285714,0.5714285714285714,0.8571428571428571,2,0,170,190,5,5,79
2015-03-27,False,48.0,649.0,1.0,181.0,55.0,1.0,0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,2,0,164,155,5,5,79
2015-03-27,False,22.0,932.0,0.0,136.0,209.0,7.0,0,1.5714285714285714,0.5714285714285714,0.8571428571428571,0.0,2,1,163,108,5,5,79
2015-03-27,False,53.0,617.0,-2.0,25.0,881.0,-1.0,0,2.2857142857142856,1.2857142857142858,0.7142857142857143,0.7142857142857143,2,0,93,185,0,1,51
2015-03-27,False,168.0,90.0,-1.0,115.0,268.0,-8.0,0,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.42857142857142855,1,1,68,116,1,1,42
2015-03-27,False,17.0,1031.0,2.0,94.0,364.0,-2.0,0,2.2857142857142856,0.7142857142857143,0.8571428571428571,0.42857142857142855,0,0,58,107,5,5,79
2015-03-27,True,116.0,266.0,-1.0,82.0,425.0,0.0,0,0.14285714285714285,0.7142857142857143,0.0,0.2857142857142857,3,1,35,76,2,2,42
2015-03-28,False,157.0,127.0,-2.0,167.0,93.0,5.0,0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.2857142857142857,5,0,82,75,0,0,42
2015-03-28,False,139.0,198.0,8.0,145.0,168.0,-4.0,0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,1,2,13,115,5,5,79
2015-03-28,False,19.0,963.0,0.0,70.0,522.0,1.0,0,2.4285714285714284,1.4285714285714286,0.7142857142857143,0.5714285714285714,2,0,47,137,5,5,79
2015-03-28,False,4.0,1471.0,0.0,85.0,398.0,-4.0,0,2.142857142857143,1.2857142857142858,0.8571428571428571,0.2857142857142857,0,0,19,49,5,5,79
2015-03-28,True,2.0,1577.0,0.0,89.0,378.0,2.0,0,1.8571428571428572,1.0,0.5714285714285714,0.42857142857142855,0,0,8,57,3,2,42
2015-03-29,False,60.0,560.0,0.0,64.0,550.0,-8.0,0,1.4285714285714286,1.1428571428571428,0.5714285714285714,0.7142857142857143,4,1,200,153,1,1,42
2015-03-29,False,14.0,1081.0,-2.0,105.0,317.0,0.0,0,1.4285714285714286,0.5714285714285714,0.7142857142857143,0.14285714285714285,2,0,151,63,5,5,79
2015-03-29,False,7.0,1191.0,0.0,40.0,709.0,1.0,0,0.8571428571428571,1.7142857142857142,0.5714285714285714,0.5714285714285714,0,0,147,159,5,5,79
2015-03-29,False,43.0,679.0,-8.0,78.0,450.0,5.0,0,0.8571428571428571,1.0,0.42857142857142855,0.42857142857142855,1,1,136,65,5,5,79
2015-03-29,False,166.0,94.0,0.0,158.0,126.0,3.0,0,0.42857142857142855,1.5714285714285714,0.0,0.2857142857142857,2,3,79,74,2,2,42
2015-03-29,False,61.0,557.0,-2.0,79.0,437.0,5.0,0,1.2857142857142858,1.0,0.5714285714285714,0.14285714285714285,1,0,1,9,5,5,79
2015-03-29,False,169.0,89.0,-11.0,194.0,26.0,-1.0,0,3.0,1.5714285714285714,0.7142857142857143,0.2857142857142857,2,0,22,14,2,2,40
2015-03-29,True,6.0,1348.0,0.0,15.0,1057.0,1.0,0,2.2857142857142856,1.1428571428571428,0.8571428571428571,0.42857142857142855,5,0,27,40,3,3,42
2015-03-29,False,8.0,1180.0,0.0,28.0,863.0,0.0,0,1.4285714285714286,1.4285714285714286,0.7142857142857143,0.5714285714285714,3,1,66,51,5,5,42
2015-03-30,False,99.0,339.0,1.0,101.0,326.0,4.0,0,1.5714285714285714,0.8571428571428571,0.42857142857142855,0.14285714285714285,1,2,156,94,0,0,42
2015-03-30,False,109.0,300.0,0.0,48.0,649.0,1.0,0,1.5714285714285714,1.4285714285714286,0.5714285714285714,0.42857142857142855,0,1,149,164,0,5,42
2015-03-30,False,76.0,463.0,-3.0,110.0,288.0,-4.0,0,0.2857142857142857,1.4285714285714286,0.0,0.42857142857142855,3,2,92,48,2,2,42
2015-03-30,False,156.0,129.0,-2.0,153.0,137.0,12.0,0,1.4285714285714286,2.142857142857143,0.5714285714285714,0.7142857142857143,2,3,86,125,0,0,42
2015-03-30,False,104.0,319.0,1.0,128.0,221.0,-4.0,0,1.1428571428571428,2.142857142857143,0.42857142857142855,0.5714285714285714,0,0,15,145,0,0,42
2015-03-31,False,61.0,557.0,0.0,13.0,1095.0,0.0,0,1.0,2.142857142857143,0.14285714285714285,0.8571428571428571,2,3,141,46,2,2,42
2015-03-31,False,45.0,663.0,1.0,42.0,692.0,1.0,0,1.1428571428571428,1.5714285714285714,0.5714285714285714,0.8571428571428571,0,0,174,87,5,0,42
2015-03-31,False,22.0,932.0,0.0,16.0,1045.0,-1.0,0,2.0,1.8571428571428572,1.0,0.7142857142857143,1,4,163,50,5,5,42
2015-03-31,False,5.0,1415.0,0.0,11.0,1130.0,1.0,0,1.8571428571428572,2.0,0.2857142857142857,0.5714285714285714,3,1,128,170,5,5,42
2015-03-31,False,123.0,238.0,-7.0,181.0,55.0,1.0,0,0.2857142857142857,0.0,0.14285714285714285,0.0,1,1,106,155,5,5,42
2015-03-31,False,56.0,594.0,2.0,134.0,211.0,-2.0,0,1.4285714285714286,1.0,0.8571428571428571,0.14285714285714285,1,0,168,130,0,4,42
2015-03-31,False,53.0,617.0,-2.0,72.0,483.0,1.0,0,2.5714285714285716,1.5714285714285714,0.8571428571428571,0.7142857142857143,2,1,93,194,0,0,42
2015-03-31,True,2.0,1577.0,0.0,29.0,852.0,0.0,0,2.142857142857143,1.4285714285714286,0.5714285714285714,0.42857142857142855,3,2,8,55,3,3,42
2015-03-31,False,115.0,268.0,-8.0,114.0,271.0,-4.0,0,0.5714285714285714,1.0,0.42857142857142855,0.2857142857142857,0,0,116,132,1,1,42
2015-04-15,False,27.0,815.0,-5.0,18.0,937.0,-3.0,0,1.4285714285714286,1.7142857142857142,0.2857142857142857,0.7142857142857143,2,3,192,118,2,2,42
2015-05-10,False,60.0,552.0,1.0,97.0,341.0,0.0,0,1.2857142857142858,0.8571428571428571,0.5714285714285714,0.42857142857142855,2,3,200,111,1,1,42
2015-05-13,False,118.0,257.0,0.0,191.0,48.0,0.0,0,1.2857142857142858,0.7142857142857143,0.42857142857142855,0.14285714285714285,1,1,54,37,2,2,42
2015-05-17,True,123.0,235.0,0.0,185.0,65.0,4.0,0,1.1428571428571428,0.7142857142857143,0.42857142857142855,0.14285714285714285,3,0,201,117,1,1,27
2015-05-19,True,114.0,279.0,1.0,185.0,65.0,4.0,0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.14285714285714285,1,1,126,117,1,1,27
2015-05-20,True,150.0,156.0,0.0,107.0,304.0,0.0,0,1.0,1.0,0.2857142857142857,0.42857142857142855,0,0,110,181,1,1,27
2015-05-21,True,114.0,279.0,1.0,123.0,235.0,0.0,0,0.8571428571428571,1.1428571428571428,0.42857142857142855,0.42857142857142855,2,3,126,201,1,1,27
2015-05-22,True,121.0,242.0,-1.0,107.0,304.0,0.0,0,0.5714285714285714,1.0,0.14285714285714285,0.42857142857142855,0,0,103,181,1,1,27
2015-05-24,False,142.0,183.0,0.0,124.0,229.0,-1.0,0,1.8571428571428572,2.4285714285714284,0.5714285714285714,0.7142857142857143,4,1,182,197,0,0,40
2015-05-25,True,86.0,383.0,0.0,97.0,341.0,0.0,0,1.2857142857142858,0.8571428571428571,0.42857142857142855,0.42857142857142855,3,2,124,111,1,1,27
2015-05-27,True,60.0,552.0,1.0,26.0,833.0,0.0,0,1.0,1.5714285714285714,0.5714285714285714,0.5714285714285714,2,2,200,71,1,1,27
2015-05-28,True,114.0,279.0,1.0,150.0,156.0,0.0,0,1.0,1.2857142857142858,0.5714285714285714,0.5714285714285714,1,0,126,110,1,1,27
2015-05-29,False,11.0,1127.0,0.0,66.0,517.0,0.0,0,1.4285714285714286,1.2857142857142858,0.7142857142857143,0.5714285714285714,0,0,66,31,5,1,42
2015-05-30,True,150.0,156.0,0.0,104.0,314.0,0.0,0,1.2857142857142858,0.5714285714285714,0.42857142857142855,0.2857142857142857,1,2,110,26,1,1,27
2015-05-30,False,22.0,908.0,4.0,90.0,371.0,0.0,0,1.5714285714285714,0.7142857142857143,0.5714285714285714,0.2857142857142857,4,1,118,76,2,2,42
2015-05-30,True,114.0,279.0,1.0,86.0,383.0,0.0,0,1.4285714285714286,1.4285714285714286,0.7142857142857143,0.7142857142857143,1,2,126,124,1,1,27
2015-06-05,False,28.0,818.0,-2.0,97.0,334.0,-2.0,0,1.0,1.2857142857142858,0.7142857142857143,0.5714285714285714,0,0,157,149,5,0,42
2015-06-05,False,42.0,685.0,-1.0,96.0,341.0,-4.0,0,1.2857142857142858,0.5714285714285714,0.5714285714285714,0.2857142857142857,2,0,83,107,5,5,42
2015-06-05,True,178.0,86.0,-1.0,143.0,160.0,-15.0,0,1.1428571428571428,1.7142857142857142,0.2857142857142857,0.5714285714285714,0,5,33,125,0,0,42
2015-06-06,False,117.0,251.0,-2.0,59.0,583.0,4.0,0,0.8571428571428571,1.7142857142857142,0.2857142857142857,0.5714285714285714,1,3,132,67,1,1,42
2015-06-06,False,8.0,1183.0,0.0,93.0,348.0,3.0,0,1.4285714285714286,0.7142857142857143,0.8571428571428571,0.2857142857142857,0,0,193,76,3,2,42
2015-06-06,False,154.0,136.0,-8.0,184.0,69.0,2.0,0,2.0,1.1428571428571428,0.5714285714285714,0.2857142857142857,1,0,162,29,0,0,42
2015-06-06,True,45.0,673.0,4.0,172.0,100.0,20.0,0,1.5714285714285714,1.0,0.42857142857142855,0.42857142857142855,0,0,77,39,1,1,42
2015-06-06,False,31.0,806.0,-3.0,54.0,597.0,1.0,0,1.5714285714285714,1.2857142857142858,0.42857142857142855,0.2857142857142857,3,0,55,141,3,2,42
2015-06-06,True,4.0,1435.0,0.0,14.0,1056.0,-1.0,0,2.142857142857143,1.8571428571428572,0.7142857142857143,0.7142857142857143,3,0,42,46,3,2,42
2015-06-06,False,3.0,1496.0,1.0,89.0,371.0,-3.0,0,2.4285714285714284,0.7142857142857143,0.7142857142857143,0.14285714285714285,4,1,8,24,3,3,42
2015-06-07,False,5.0,1392.0,0.0,23.0,926.0,1.0,0,2.4285714285714284,1.5714285714285714,1.0,0.5714285714285714,3,2,27,118,3,2,42
2015-06-07,True,123.0,220.0,6.0,197.0,24.0,4.0,0,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.0,2,0,96,169,1,1,42
2015-06-07,False,26.0,833.0,-1.0,80.0,400.0,-3.0,0,1.8571428571428572,2.4285714285714284,0.7142857142857143,0.5714285714285714,0,0,152,18,5,5,42
2015-06-07,False,94.0,346.0,21.0,127.0,215.0,20.0,0,1.0,1.0,0.5714285714285714,0.42857142857142855,2,3,153,181,1,1,42
2015-06-07,True,45.0,673.0,1.0,115.0,272.0,-1.0,0,1.1428571428571428,0.7142857142857143,0.42857142857142855,0.2857142857142857,2,1,159,13,5,5,42
2015-06-07,False,151.0,138.0,-3.0,150.0,141.0,-5.0,0,1.2857142857142858,2.7142857142857144,0.2857142857142857,0.7142857142857143,0,0,131,173,2,2,40
2015-06-08,False,57.0,590.0,5.0,62.0,537.0,-5.0,0,1.2857142857142858,1.1428571428571428,0.42857142857142855,0.42857142857142855,1,1,186,30,5,5,42
2015-06-08,False,145.0,154.0,-4.0,96.0,341.0,-4.0,0,0.0,0.5714285714285714,0.0,0.2857142857142857,0,1,115,107,5,5,42
2015-06-08,False,55.0,596.0,4.0,95.0,345.0,-2.0,0,1.0,0.7142857142857143,0.42857142857142855,0.42857142857142855,1,1,56,111,1,1,42
2015-06-08,False,34.0,800.0,8.0,77.0,438.0,-3.0,0,1.4285714285714286,1.0,0.42857142857142855,0.2857142857142857,5,0,71,183,1,1,42
2015-06-08,False,29.0,808.0,0.0,70.0,513.0,-5.0,0,1.2857142857142858,1.4285714285714286,0.42857142857142855,0.42857142857142855,0,0,51,121,5,5,42
2015-06-10,False,11.0,1146.0,2.0,129.0,207.0,2.0,0,2.0,0.42857142857142855,0.5714285714285714,0.2857142857142857,4,0,175,106,5,5,42
2015-06-10,False,5.0,1392.0,0.0,75.0,462.0,-1.0,0,2.5714285714285716,1.0,1.0,0.14285714285714285,2,1,27,81,3,2,42
2015-06-11,False,10.0,1147.0,0.0,14.0,1056.0,-1.0,0,2.0,1.7142857142857142,0.5714285714285714,0.5714285714285714,1,0,170,46,5,2,42
2015-06-11,False,98.0,329.0,3.0,118.0,242.0,-23.0,0,1.7142857142857142,0.8571428571428571,0.42857142857142855,0.2857142857142857,2,0,156,140,0,0,40
2015-06-11,False,137.0,183.0,0.0,106.0,299.0,-2.0,0,1.8571428571428572,1.4285714285714286,0.42857142857142855,0.5714285714285714,0,1,145,15,0,0,40
2015-06-11,False,52.0,623.0,2.0,86.0,381.0,0.0,0,2.4285714285714284,1.1428571428571428,0.8571428571428571,0.42857142857142855,5,0,93,88,0,0,51
2015-06-11,False,164.0,118.0,-5.0,159.0,128.0,-4.0,0,0.8571428571428571,1.1428571428571428,0.2857142857142857,0.2857142857142857,0,0,82,23,0,0,40
2015-06-11,False,174.0,97.0,-2.0,173.0,99.0,14.0,0,0.7142857142857143,2.5714285714285716,0.2857142857142857,0.5714285714285714,0,0,75,187,0,0,40
2015-06-11,False,19.0,989.0,3.0,31.0,806.0,-3.0,0,0.8571428571428571,2.0,0.2857142857142857,0.42857142857142855,2,3,40,55,3,3,30
2015-06-11,True,58.0,587.0,1.0,73.0,496.0,5.0,0,1.2857142857142858,1.5714285714285714,0.8571428571428571,0.7142857142857143,4,1,168,191,0,0,42
2015-06-12,False,167.0,114.0,0.0,160.0,124.0,-11.0,0,1.2857142857142858,1.1428571428571428,0.2857142857142857,0.14285714285714285,0,2,148,74,2,2,40
2015-06-12,False,22.0,929.0,1.0,2.0,1509.0,-1.0,0,1.5714285714285714,3.0,0.7142857142857143,0.8571428571428571,0,1,198,19,5,5,79
2015-06-12,False,29.0,808.0,-2.0,207.0,4.0,0.0,0,1.2857142857142858,0.2857142857142857,0.7142857142857143,0.0,0,0,185,52,1,1,7
2015-06-12,False,92.0,369.0,2.0,119.0,238.0,7.0,0,2.5714285714285716,0.7142857142857143,0.7142857142857143,0.5714285714285714,1,0,123,105,1,1,7
2015-06-12,False,37.0,769.0,-1.0,16.0,1036.0,-2.0,0,2.142857142857143,1.5714285714285714,0.7142857142857143,0.5714285714285714,1,2,84,50,5,5,79
2015-06-12,False,32.0,802.0,0.0,40.0,725.0,-6.0,0,1.5714285714285714,2.0,0.42857142857142855,0.5714285714285714,0,2,25,89,5,5,79
2015-06-13,True,8.0,1183.0,0.0,65.0,524.0,-9.0,0,2.0,0.5714285714285714,0.8571428571428571,0.14285714285714285,0,1,193,92,3,2,30
2015-06-13,False,71.0,504.0,0.0,111.0,285.0,7.0,0,1.0,0.7142857142857143,0.5714285714285714,0.2857142857142857,1,0,189,26,1,1,7
2015-06-13,False,36.0,782.0,0.0,134.0,194.0,12.0,0,2.0,1.5714285714285714,0.8571428571428571,0.42857142857142855,0,0,158,32,1,1,7
2015-06-13,False,32.0,802.0,-3.0,139.0,173.0,0.0,0,1.7142857142857142,0.7142857142857143,0.7142857142857143,0.14285714285714285,2,0,146,69,5,5,79
2015-06-13,False,52.0,623.0,-4.0,197.0,24.0,4.0,0,1.2857142857142858,0.2857142857142857,0.2857142857142857,0.0,0,0,114,169,1,1,7
2015-06-13,False,43.0,681.0,-2.0,172.0,100.0,20.0,0,1.2857142857142858,1.0,0.42857142857142855,0.2857142857142857,0,0,133,39,1,1,7
2015-06-13,False,102.0,318.0,0.0,25.0,899.0,1.0,0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,1,0,63,73,5,5,79
2015-06-13,False,29.0,808.0,0.0,45.0,673.0,1.0,0,1.4285714285714286,1.4285714285714286,0.5714285714285714,0.42857142857142855,1,0,51,159,5,5,79
2015-06-13,False,66.0,520.0,0.0,190.0,44.0,5.0,0,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0,0,31,43,1,1,7
2015-06-13,False,88.0,374.0,-1.0,141.0,161.0,-3.0,0,1.4285714285714286,0.7142857142857143,0.42857142857142855,0.14285714285714285,0,0,5,38,1,1,7
2015-06-13,False,21.0,941.0,1.0,187.0,60.0,-2.0,0,1.4285714285714286,0.8571428571428571,0.42857142857142855,0.2857142857142857,0,0,2,160,1,1,7
2015-06-13,False,51.0,624.0,-6.0,9.0,1164.0,-2.0,0,1.2857142857142858,1.8571428571428572,0.5714285714285714,0.7142857142857143,0,2,1,66,5,5,42
2015-06-14,False,117.0,251.0,-2.0,105.0,303.0,-9.0,0,1.0,1.7142857142857142,0.2857142857142857,0.8571428571428571,0,0,132,126,1,1,7
2015-06-14,False,17.0,1012.0,-2.0,100.0,321.0,-5.0,0,2.0,1.0,1.0,0.2857142857142857,5,0,163,135,5,5,79
2015-06-14,False,155.0,131.0,-4.0,116.0,257.0,-2.0,0,0.7142857142857143,1.5714285714285714,0.2857142857142857,0.2857142857142857,1,0,20,54,2,2,40
2015-06-14,False,39.0,737.0,0.0,70.0,513.0,-5.0,0,1.5714285714285714,1.4285714285714286,0.7142857142857143,0.42857142857142855,0,0,174,121,5,5,79
2015-06-14,False,77.0,438.0,-3.0,148.0,149.0,16.0,0,1.0,0.7142857142857143,0.2857142857142857,0.42857142857142855,1,0,183,104,1,1,7
2015-06-14,False,35.0,784.0,2.0,131.0,201.0,-6.0,0,1.2857142857142858,0.7142857142857143,0.7142857142857143,0.0,2,0,190,108,5,5,79
2015-06-14,False,108.0,292.0,-3.0,83.0,387.0,-5.0,0,0.5714285714285714,1.1428571428571428,0.14285714285714285,0.2857142857142857,2,0,172,161,1,1,7
2015-06-14,False,99.0,324.0,-2.0,122.0,226.0,1.0,0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0,0,62,103,1,1,7
2015-06-14,False,91.0,370.0,-2.0,192.0,40.0,-2.0,0,0.5714285714285714,0.0,0.42857142857142855,0.0,1,0,61,155,5,5,79
2015-06-14,False,55.0,596.0,4.0,127.0,215.0,20.0,0,1.2857142857142858,0.8571428571428571,0.5714285714285714,0.2857142857142857,2,0,56,181,1,1,7
2015-06-14,False,49.0,641.0,1.0,149.0,146.0,20.0,0,2.0,0.7142857142857143,0.7142857142857143,0.42857142857142855,0,0,34,116,1,1,7
2015-06-14,True,5.0,1392.0,0.0,61.0,546.0,-2.0,0,2.4285714285714284,1.0,1.0,0.42857142857142855,4,0,27,144,3,3,30
2015-06-14,False,34.0,800.0,8.0,176.0,90.0,-9.0,0,1.2857142857142858,0.14285714285714285,0.42857142857142855,0.14285714285714285,0,0,71,117,1,1,7
2015-06-16,False,109.0,290.0,-6.0,168.0,112.0,3.0,0,0.5714285714285714,1.7142857142857142,0.2857142857142857,0.42857142857142855,1,0,35,53,2,2,40
2015-06-16,False,69.0,515.0,10.0,88.0,374.0,-1.0,0,1.1428571428571428,2.0,0.42857142857142855,0.5714285714285714,3,0,167,5,1,1,42
2015-06-16,True,85.0,382.0,4.0,65.0,524.0,-9.0,0,1.7142857142857142,0.5714285714285714,0.42857142857142855,0.14285714285714285,0,1,143,92,3,2,30
2015-06-16,True,3.0,1496.0,1.0,8.0,1183.0,0.0,0,2.5714285714285716,2.142857142857143,0.7142857142857143,1.0,3,2,8,193,3,3,30
2015-06-16,False,146.0,151.0,-10.0,74.0,479.0,2.0,0,1.8571428571428572,1.0,0.5714285714285714,0.42857142857142855,0,3,134,194,0,0,40
2015-06-16,False,174.0,97.0,-2.0,141.0,161.0,-6.0,0,0.8571428571428571,1.4285714285714286,0.42857142857142855,0.5714285714285714,0,1,75,85,0,0,40
2015-06-16,False,164.0,118.0,-5.0,178.0,86.0,38.0,0,1.8571428571428572,1.1428571428571428,0.42857142857142855,0.14285714285714285,0,0,82,113,0,0,40
2015-06-16,False,160.0,124.0,-11.0,167.0,114.0,0.0,0,1.1428571428571428,1.4285714285714286,0.14285714285714285,0.42857142857142855,2,1,74,148,2,2,40
2015-06-17,True,13.0,1101.0,0.0,141.0,161.0,-6.0,0,1.1428571428571428,1.4285714285714286,0.7142857142857143,0.42857142857142855,0,0,90,85,5,0,22
2015-06-18,True,61.0,546.0,-2.0,72.0,497.0,3.0,0,1.1428571428571428,1.5714285714285714,0.42857142857142855,0.5714285714285714,2,3,144,196,3,3,30
2015-06-19,False,19.0,989.0,3.0,89.0,371.0,-3.0,0,1.1428571428571428,1.0,0.42857142857142855,0.2857142857142857,5,0,40,24,3,3,30
2015-06-20,True,13.0,1101.0,0.0,17.0,1012.0,-2.0,0,1.5714285714285714,2.0,0.8571428571428571,0.8571428571428571,0,1,90,163,5,5,22
2015-06-20,False,69.0,515.0,10.0,176.0,90.0,-9.0,0,1.1428571428571428,0.2857142857142857,0.42857142857142855,0.14285714285714285,4,1,167,117,1,1,8
2015-06-20,False,81.0,391.0,-5.0,187.0,60.0,-2.0,0,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.14285714285714285,3,0,124,160,1,1,8
2015-06-20,True,3.0,1496.0,1.0,65.0,524.0,-9.0,0,2.7142857142857144,0.5714285714285714,0.8571428571428571,0.14285714285714285,1,0,8,92,3,2,30
2015-06-20,False,36.0,782.0,0.0,160.0,124.0,3.0,0,2.2857142857142856,0.5714285714285714,0.8571428571428571,0.2857142857142857,1,0,158,68,1,1,8
2015-06-21,False,119.0,238.0,-4.0,190.0,44.0,5.0,0,1.0,0.2857142857142857,0.42857142857142855,0.0,0,0,201,43,1,1,8
2015-06-21,False,105.0,303.0,-9.0,68.0,517.0,8.0,0,1.5714285714285714,1.2857142857142858,0.7142857142857143,0.5714285714285714,1,2,126,200,1,1,8
2015-06-21,False,92.0,369.0,2.0,119.0,238.0,7.0,0,2.7142857142857144,0.5714285714285714,0.8571428571428571,0.42857142857142855,2,0,123,105,1,1,8
2015-06-21,False,149.0,146.0,20.0,83.0,387.0,-5.0,0,0.42857142857142855,1.0,0.2857142857142857,0.2857142857142857,0,0,116,161,1,1,8
2015-06-21,False,99.0,324.0,-2.0,123.0,220.0,6.0,0,1.1428571428571428,0.8571428571428571,0.2857142857142857,0.5714285714285714,1,4,62,96,1,1,8
2015-06-21,True,5.0,1392.0,0.0,72.0,497.0,3.0,0,1.5714285714285714,1.5714285714285714,0.8571428571428571,0.5714285714285714,4,1,27,196,3,3,30
